student_id,name,department,semester
97,Nicholas Moore,Computer Science,4
96,Bruce Cisneros,Biomedical Engineering,5
31,Daniel Evans,Software Engineering,6
75,Cassandra Patterson,Electrical Engineering,5
44,Matthew Johnson,Mechanical Engineering,5
68,Lisa Ward,Mechanical Engineering,1
85,Kara Bradford,Computer Science,3
70,Brenda Burke,Software Engineering,7
86,Cindy Sullivan,Computer Science,1
45,Briana Nunez,Electrical Engineering,4
89,Emily Manning,Computer Science,1
7,Jennifer Krueger,Computer Science,4
15,Kyle Henson,Software Engineering,7
75,Jason Wheeler,Software Engineering,5
81,Kara Bradford,Computer Science,7
55,Kara Bradford,Computer Science,7
3,Christy Crane,Computer Science,3
71,Tracie Martinez,Civil Engineering,7
88,Austin Phillips,Civil Engineering,1
1,Kelly Fowler,Software Engineering,6
82,Sharon Andrews,Civil Engineering,6
36,Christine Ayala,Computer Science,4
86,Becky Acosta,Software Engineering,3
39,Pamela Rodriguez,Mechanical Engineering,4
100,Jennifer Krueger,Computer Science,5
8,John Jackson,Biomedical Engineering,3
63,Nicholas Moore,Software Engineering,7
67,Rose Pierce,Civil Engineering,7
70,Alejandro Parker,Civil Engineering,3
35,Marie Daniels,Electrical Engineering,5
90,Christopher Evans,Electrical Engineering,7
69,Laura Wilson,Software Engineering,4
13,Brandon Simmons,Computer Science,4
58,Samantha Johnson,Mechanical Engineering,7
25,Karen Simpson,Computer Science,3
61,Kristie Blankenship,Computer Science,4
27,Betty Moore,Software Engineering,4
26,Christine Ayala,Biomedical Engineering,7
33,Bruce Cisneros,Computer Science,6
29,Kristie Blankenship,Electrical Engineering,6
58,Kyle Henson,Biomedical Engineering,1
20,Laura Lopez,Biomedical Engineering,3
2,Betty Moore,Biomedical Engineering,6
54,Laura Lopez,Computer Science,1
49,Karl Hubbard,Biomedical Engineering,5
37,Randy Johnston,Biomedical Engineering,4
9,Daniel Carter,Mechanical Engineering,3
63,Karen Schultz,Civil Engineering,1
81,Cassidy Harper,Mechanical Engineering,5
93,Laura Lopez,Software Engineering,5
42,Lisa Ward,Civil Engineering,6
18,Victoria Salas,Computer Science,5
44,Ashley Tanner,Computer Science,5
7,Samantha Johnson,Computer Science,5
84,Jason Andersen,Electrical Engineering,7
68,Christine Ayala,Computer Science,7
39,Kristie Blankenship,Mechanical Engineering,4
87,Joseph Sawyer,Mechanical Engineering,2
60,John Jackson,Electrical Engineering,7
85,Becky Acosta,Civil Engineering,4
13,Daniel Carter,Computer Science,4
75,Bruce Cisneros,Civil Engineering,5
70,Benjamin Austin,Software Engineering,5
79,Christopher Evans,Biomedical Engineering,4
40,Jennifer Krueger,Electrical Engineering,8
48,Dustin Gonzales,Civil Engineering,4
17,Cassandra Patterson,Electrical Engineering,1
23,Rose Pierce,Civil Engineering,7
44,Aaron Johnson,Electrical Engineering,6
47,Suzanne Perry,Civil Engineering,7
84,Laura Lopez,Software Engineering,7
54,Joe Smith,Software Engineering,6
58,April Hernandez DDS,Software Engineering,4
10,Timothy Moore,Software Engineering,7
32,Erin Hernandez,Electrical Engineering,3
97,Regina Medina,Software Engineering,1
80,Brandon Simmons,Electrical Engineering,5
86,Todd Beltran,Electrical Engineering,3
81,James Davis,Computer Science,2
64,Samantha Johnson,Software Engineering,4
19,Timothy King,Computer Science,1
26,Sabrina Johnson,Mechanical Engineering,6
95,Lisa Singh,Electrical Engineering,5
31,Tracie Martinez,Computer Science,6
42,Kelly Bernard,Biomedical Engineering,3
68,Pamela Rodriguez,Civil Engineering,6
11,Timothy King,Software Engineering,5
48,Jimmy Hernandez,Computer Science,4
95,Regina Medina,Biomedical Engineering,6
38,Laura Wilson,Civil Engineering,7
53,John Jackson,Biomedical Engineering,4
6,Lisa Warner,Mechanical Engineering,3
85,Lisa Ward,Civil Engineering,8
37,Stacy Becker,Computer Science,2
91,James Andrews,Computer Science,7
27,Courtney Warren,Civil Engineering,7
82,Samantha Johnson,Mechanical Engineering,7
1,Karl Hubbard,Electrical Engineering,4
55,Rose Pierce,Computer Science,5
61,Steven Johnson,Software Engineering,4
56,Charles Gates,Biomedical Engineering,5
49,Leroy Kent,Mechanical Engineering,2
9,Briana Nunez,Computer Science,2
64,Ashley Thomas,Civil Engineering,2
63,Regina Medina,Computer Science,2
87,Emily Manning,Mechanical Engineering,4
84,Christopher Roy,Mechanical Engineering,6
48,Sean Lopez,Electrical Engineering,1
7,John Jackson,Computer Science,4
36,Karl Hubbard,Mechanical Engineering,4
36,Raymond Ochoa,Biomedical Engineering,2
42,Brandon Simmons,Software Engineering,7
8,Frank Munoz,Software Engineering,1
54,Frank Munoz,Computer Science,7
41,Kristen Perkins,Software Engineering,4
37,Karen Schultz,Software Engineering,5
58,Steven Boyle,Computer Science,4
87,Daniel Carter,Civil Engineering,1
83,Jeffrey Garza,Software Engineering,5
48,Adam Phillips,Mechanical Engineering,7
14,Dustin Gonzales,Civil Engineering,3
96,Alejandro Parker,Software Engineering,4
39,Laura Wilson,Electrical Engineering,3
81,Betty Moore,Computer Science,6
25,Charles Gates,Mechanical Engineering,1
57,Suzanne Perry,Computer Science,1
38,Steven Boyle,Biomedical Engineering,6
18,Leroy Kent,Computer Science,1
38,Suzanne Perry,Mechanical Engineering,6
29,Emily Burton,Biomedical Engineering,7
53,Cassidy Harper,Electrical Engineering,5
5,Betty Moore,Mechanical Engineering,4
99,Kristie Blankenship,Software Engineering,7
21,Christopher Evans,Software Engineering,4
1,Robert Ford,Software Engineering,4
96,Jimmy Hernandez,Computer Science,1
46,Austin Phillips,Software Engineering,7
8,Marie Daniels,Civil Engineering,3
54,Jeffrey Garza,Software Engineering,6
81,Sharon Andrews,Electrical Engineering,6
2,Cindy Sullivan,Electrical Engineering,4
26,Daniel Carter,Biomedical Engineering,5
85,Laura Lopez,Computer Science,7
17,Marie Daniels,Computer Science,6
4,Cassandra Patterson,Mechanical Engineering,6
50,Ryan Martin,Electrical Engineering,4
56,Christopher Valdez,Electrical Engineering,7
10,Alejandro Parker,Biomedical Engineering,2
47,Matthew Johnson,Biomedical Engineering,3
5,Cindy Sullivan,Civil Engineering,2
95,Suzanne Perry,Electrical Engineering,5
3,Marie Daniels,Software Engineering,5
43,Timothy King,Electrical Engineering,3
33,Rose Pierce,Mechanical Engineering,8
88,Karen Schultz,Mechanical Engineering,1
45,Rose Pierce,Civil Engineering,7
65,Emily Burton,Software Engineering,4
34,James Davis,Electrical Engineering,4
40,Cassandra Patterson,Civil Engineering,5
84,Laura Wilson,Mechanical Engineering,6
53,Benjamin Austin,Mechanical Engineering,6
22,Suzanne Perry,Civil Engineering,8
94,Regina Medina,Computer Science,3
71,Kristen Perkins,Computer Science,5
6,Aaron Johnson,Civil Engineering,3
18,Wendy Pacheco,Civil Engineering,3
69,Matthew Johnson,Biomedical Engineering,4
90,Steven Boyle,Software Engineering,1
51,James Davis,Computer Science,8
72,Richard King,Civil Engineering,5
70,Nicholas Moore,Mechanical Engineering,6
20,April Hernandez DDS,Computer Science,5
19,Frank Munoz,Biomedical Engineering,4
5,Lisa Ward,Biomedical Engineering,2
58,Aaron Johnson,Civil Engineering,7
44,Samantha Johnson,Electrical Engineering,3
15,Tristan Baxter,Electrical Engineering,4
29,Ashley Thomas,Software Engineering,7
22,Deborah Cole,Software Engineering,4
7,Michelle Martinez,Electrical Engineering,2
75,April Hernandez DDS,Biomedical Engineering,6
1,Karen Schultz,Civil Engineering,4
12,Christy Crane,Software Engineering,4
64,Katie Chandler,Electrical Engineering,5
9,Erin Hernandez,Electrical Engineering,2
48,Jason Andersen,Mechanical Engineering,5
55,Austin Phillips,Biomedical Engineering,2
9,Tristan Baxter,Civil Engineering,4
53,James Davis,Computer Science,3
15,April Hernandez DDS,Mechanical Engineering,3
96,Timothy Moore,Civil Engineering,6
3,Michelle Martinez,Software Engineering,7
39,Ashley Thomas,Biomedical Engineering,1
96,Sharon Andrews,Software Engineering,6
14,Matthew Johnson,Software Engineering,5
29,Todd Beltran,Civil Engineering,5
25,Elizabeth Thomas,Computer Science,7
44,Timothy King,Civil Engineering,5
47,Pamela Rodriguez,Biomedical Engineering,4
83,Karen Schultz,Electrical Engineering,5
81,Kevin Sims,Software Engineering,3
86,Karl Hubbard,Computer Science,1
95,Emily Stokes,Computer Science,5
33,Samantha Johnson,Biomedical Engineering,1
46,Erin Hernandez,Computer Science,1
98,Tracie Martinez,Computer Science,4
85,Jason Wheeler,Software Engineering,8
39,Betty Moore,Electrical Engineering,3
44,Frank Munoz,Mechanical Engineering,2
96,Ashley Thomas,Software Engineering,6
9,Robert Ford,Computer Science,6
52,Jimmy Hernandez,Civil Engineering,1
35,Francis Kim,Mechanical Engineering,8
93,Cindy Sullivan,Civil Engineering,8
66,Charles Gates,Electrical Engineering,5
71,Stacy Becker,Biomedical Engineering,5
32,Samantha Johnson,Biomedical Engineering,3
11,Kristie Blankenship,Computer Science,8
75,Tristan Baxter,Computer Science,2
89,Austin Phillips,Mechanical Engineering,5
53,Kevin Sims,Civil Engineering,5
14,Todd Beltran,Software Engineering,4
24,James Andrews,Software Engineering,5
86,Michael Mitchell,Electrical Engineering,5
80,Lisa Warner,Biomedical Engineering,5
1,Courtney Warren,Civil Engineering,7
57,Steven Boyle,Software Engineering,6
25,Michael Mitchell,Biomedical Engineering,7
32,Lisa Ward,Computer Science,2
73,Emily Stokes,Software Engineering,3
88,Kara Bradford,Computer Science,1
27,Daniel Carter,Computer Science,4
2,Daniel Carter,Electrical Engineering,1
51,Laura Wilson,Electrical Engineering,5
94,James Andrews,Mechanical Engineering,7
3,Charles Gates,Biomedical Engineering,2
39,Dr. Jennifer Larson,Mechanical Engineering,4
24,Francis Kim,Mechanical Engineering,6
60,Christopher Roy,Biomedical Engineering,4
25,Regina Medina,Civil Engineering,5
1,Ashley Thomas,Civil Engineering,4
91,James Andrews,Software Engineering,4
9,Lisa Warner,Mechanical Engineering,3
70,Lisa Ward,Mechanical Engineering,8
32,Dr. Jennifer Larson,Biomedical Engineering,1
43,Charles Gates,Computer Science,2
39,Tracie Martinez,Software Engineering,4
78,Raymond Ochoa,Software Engineering,2
22,Laura Lopez,Civil Engineering,5
33,Brandon Simmons,Mechanical Engineering,6
83,Francis Kim,Computer Science,4
29,Alejandro Parker,Civil Engineering,2
43,Christopher Evans,Biomedical Engineering,4
71,Francis Kim,Civil Engineering,5
85,Victoria Salas,Electrical Engineering,5
43,Emily Burton,Computer Science,1
42,Ryan Martin,Software Engineering,4
28,Betty Moore,Mechanical Engineering,5
93,Kelly Fowler,Computer Science,7
20,Kristie Blankenship,Electrical Engineering,7
78,Samantha Johnson,Software Engineering,5
43,Joe Smith,Civil Engineering,3
74,Michael Mitchell,Electrical Engineering,4
59,Richard King,Software Engineering,2
29,Karl Hubbard,Electrical Engineering,1
80,Cassidy Harper,Software Engineering,4
4,Pamela Rodriguez,Mechanical Engineering,5
80,Todd Beltran,Software Engineering,3
73,Michael Farley,Computer Science,6
62,Michael Farley,Electrical Engineering,6
17,Tracie Martinez,Civil Engineering,6
12,Daniel Carter,Electrical Engineering,4
83,Brandon Simmons,Biomedical Engineering,5
32,Dustin Gonzales,Software Engineering,7
65,Rose Pierce,Computer Science,1
87,Laura Wilson,Electrical Engineering,2
24,Cindy Sullivan,Computer Science,5
71,Kelly Bernard,Computer Science,4
100,Adam Phillips,Civil Engineering,6
56,Jason Andersen,Biomedical Engineering,1
22,Christopher Roy,Electrical Engineering,7
13,Eric Bean,Computer Science,4
41,Crystal Gonzalez,Biomedical Engineering,7
59,Samantha Johnson,Electrical Engineering,5
22,Jason Andersen,Computer Science,5
88,Joseph Sawyer,Electrical Engineering,5
94,Crystal Gonzalez,Software Engineering,2
56,Ryan Martin,Civil Engineering,1
33,Kara Bradford,Software Engineering,5
69,Lisa Singh,Computer Science,4
33,Emily Manning,Computer Science,3
40,Alejandro Parker,Software Engineering,6
49,Randy Johnston,Mechanical Engineering,1
44,Katie Chandler,Software Engineering,7
12,Rose Pierce,Biomedical Engineering,7
87,Samantha Johnson,Software Engineering,1
18,Erin Hernandez,Software Engineering,4
16,Kara Bradford,Biomedical Engineering,7
1,Jason Andersen,Civil Engineering,1
96,Jason Wheeler,Software Engineering,3
99,Sabrina Johnson,Software Engineering,8
81,Christy Crane,Biomedical Engineering,6
95,Joe Smith,Software Engineering,7
36,Francis Kim,Mechanical Engineering,8
1,Becky Acosta,Biomedical Engineering,1
17,Cindy Sullivan,Civil Engineering,5
15,Joe Smith,Civil Engineering,7
10,Lisa Ward,Computer Science,5
72,Cindy Sullivan,Electrical Engineering,1
43,Crystal Gonzalez,Software Engineering,5
72,Frank Munoz,Computer Science,4
83,Joseph Sawyer,Software Engineering,4
47,Karen Schultz,Civil Engineering,4
95,Christine Ayala,Computer Science,6
44,Aaron Johnson,Mechanical Engineering,7
64,Bruce Cisneros,Electrical Engineering,1
59,Pamela Rodriguez,Software Engineering,3
78,Lisa Ward,Civil Engineering,3
21,Lisa Warner,Biomedical Engineering,7
55,Rose Pierce,Electrical Engineering,3
43,Michelle Martinez,Software Engineering,4
58,Lisa Warner,Electrical Engineering,7
12,Sean Lopez,Electrical Engineering,1
84,Emily Burton,Electrical Engineering,1
51,Wendy Pacheco,Electrical Engineering,7
30,Jennifer Krueger,Computer Science,4
86,Brandon Simmons,Software Engineering,1
70,Michael Farley,Computer Science,2
22,Richard King,Software Engineering,8
91,April Hernandez DDS,Mechanical Engineering,3
23,Angela Greene,Mechanical Engineering,8
96,Eric Bean,Mechanical Engineering,3
6,Sean Lopez,Computer Science,7
34,Ashley Tanner,Software Engineering,5
80,Lisa Singh,Mechanical Engineering,3
2,Joe Smith,Civil Engineering,3
42,Jennifer Krueger,Software Engineering,1
47,Kristen Perkins,Computer Science,5
88,Michael Farley,Electrical Engineering,8
27,Tristan Baxter,Biomedical Engineering,5
79,Brandon Simmons,Computer Science,5
80,Michelle Martinez,Civil Engineering,7
71,Karen Simpson,Computer Science,6
2,Jason Andersen,Computer Science,5
71,James Andrews,Software Engineering,1
81,Marie Daniels,Electrical Engineering,1
75,Pamela Rodriguez,Computer Science,2
91,Emily Manning,Software Engineering,3
60,Michael Farley,Electrical Engineering,4
24,Alejandro Parker,Software Engineering,7
66,Katie Chandler,Civil Engineering,5
83,Lisa Warner,Civil Engineering,6
94,Lisa Ward,Electrical Engineering,5
16,Kelly Fowler,Mechanical Engineering,7
50,Erin Hernandez,Civil Engineering,8
51,Todd Beltran,Computer Science,5
23,Kyle Henson,Software Engineering,6
69,Frank Munoz,Civil Engineering,6
48,Lisa Warner,Computer Science,2
34,Kara Bradford,Computer Science,4
52,Paul Hays,Computer Science,5
67,Matthew Noble,Mechanical Engineering,7
88,Robert Ford,Electrical Engineering,3
35,Tracie Martinez,Software Engineering,3
38,Raymond Ochoa,Biomedical Engineering,2
85,Emily Stokes,Civil Engineering,5
52,Eric Bean,Computer Science,5
72,Laura Lopez,Electrical Engineering,5
6,Bruce Cisneros,Software Engineering,1
9,James Davis,Computer Science,8
68,Kelly Bernard,Electrical Engineering,6
42,Suzanne Perry,Software Engineering,4
24,Jennifer Krueger,Software Engineering,1
45,Lisa Singh,Biomedical Engineering,1
40,Crystal Gonzalez,Electrical Engineering,3
83,Alejandro Parker,Software Engineering,4
62,Kelly Bernard,Civil Engineering,1
23,Jason Wheeler,Software Engineering,2
64,Jeffrey Garza,Software Engineering,2
71,April Hernandez DDS,Computer Science,4
88,Emily Stokes,Mechanical Engineering,1
70,Matthew Noble,Computer Science,5
18,Brenda Burke,Software Engineering,8
70,Crystal Gonzalez,Software Engineering,8
38,Raymond Ochoa,Software Engineering,4
95,Victoria Salas,Civil Engineering,3
38,Angela Greene,Electrical Engineering,6
81,Emily Burton,Computer Science,4
17,Cassandra Patterson,Software Engineering,1
81,Karen Schultz,Software Engineering,4
7,Lisa Warner,Civil Engineering,6
7,Daniel Carter,Computer Science,8
24,Cassidy Harper,Biomedical Engineering,8
68,Paul Hays,Civil Engineering,5
98,Frank Munoz,Civil Engineering,5
91,Crystal Gonzalez,Mechanical Engineering,6
63,Timothy King,Software Engineering,4
62,Christopher Evans,Electrical Engineering,6
78,Leroy Kent,Computer Science,4
49,Kelly Bernard,Civil Engineering,7
89,Pamela Rodriguez,Computer Science,6
12,Joseph Sawyer,Electrical Engineering,5
4,Crystal Gonzalez,Software Engineering,8
29,Ashley Tanner,Civil Engineering,3
30,Steven Johnson,Biomedical Engineering,2
45,Ryan Martin,Electrical Engineering,2
80,Katie Chandler,Mechanical Engineering,4
79,Robert Ford,Electrical Engineering,4
12,Briana Nunez,Biomedical Engineering,4
17,Ashley Tanner,Software Engineering,4
67,Ryan Martin,Software Engineering,1
36,Kristen Perkins,Computer Science,7
34,Deborah Cole,Software Engineering,7
24,Steven Johnson,Software Engineering,1
35,Richard King,Civil Engineering,1
50,Matthew Noble,Software Engineering,4
37,Laura Lopez,Software Engineering,3
67,April Hernandez DDS,Software Engineering,6
22,Pamela Rodriguez,Software Engineering,5
82,Kevin Sims,Electrical Engineering,1
96,Aaron Johnson,Software Engineering,7
34,Dr. Jennifer Larson,Software Engineering,8
66,Regina Medina,Computer Science,1
1,Laura Wilson,Software Engineering,5
37,Courtney Warren,Biomedical Engineering,1
88,Emily Burton,Computer Science,5
9,Becky Acosta,Software Engineering,5
88,Karl Hubbard,Software Engineering,4
51,Frank Munoz,Biomedical Engineering,2
7,Austin Phillips,Civil Engineering,5
65,Frank Munoz,Computer Science,5
15,Richard King,Civil Engineering,5
58,Erin Hernandez,Biomedical Engineering,3
40,Brenda Burke,Electrical Engineering,1
32,Cassidy Harper,Mechanical Engineering,5
29,Tracie Martinez,Software Engineering,1
4,Katie Chandler,Civil Engineering,5
73,Marie Daniels,Software Engineering,3
44,Steven Johnson,Software Engineering,6
18,Randy Johnston,Software Engineering,6
69,Courtney Warren,Software Engineering,8
85,April Hernandez DDS,Civil Engineering,8
42,Francis Kim,Civil Engineering,4
14,James Davis,Mechanical Engineering,2
77,Michael Mitchell,Civil Engineering,2
20,Austin Phillips,Mechanical Engineering,7
75,Kristen Perkins,Computer Science,7
50,Joseph Sawyer,Biomedical Engineering,8
37,Jeffrey Garza,Mechanical Engineering,6
94,Regina Medina,Software Engineering,2
87,James Davis,Software Engineering,3
87,Michelle Martinez,Computer Science,1
64,Francis Kim,Electrical Engineering,2
41,Steven Johnson,Computer Science,5
84,Emily Manning,Computer Science,3
53,Brandon Simmons,Software Engineering,6
81,Crystal Gonzalez,Civil Engineering,1
50,Matthew Noble,Software Engineering,7
29,Laura Wilson,Software Engineering,6
70,Karen Simpson,Biomedical Engineering,6
33,Randy Johnston,Mechanical Engineering,4
57,Joseph Jenkins,Computer Science,3
59,Joe Smith,Biomedical Engineering,3
58,Austin Phillips,Computer Science,4
28,Robert Ford,Civil Engineering,5
95,Samantha Johnson,Computer Science,3
54,Joseph Jenkins,Software Engineering,4
100,Regina Medina,Software Engineering,3
82,Charles Gates,Software Engineering,4
49,Steven Johnson,Civil Engineering,5
27,Timothy King,Civil Engineering,5
51,Richard King,Software Engineering,1
66,Becky Acosta,Civil Engineering,6
57,Steven Boyle,Biomedical Engineering,1
86,Emily Manning,Computer Science,6
33,Michael Mitchell,Software Engineering,8
20,Tracie Martinez,Civil Engineering,1
82,Michael Farley,Biomedical Engineering,4
100,Christopher Evans,Civil Engineering,6
82,Cassandra Patterson,Electrical Engineering,5
65,Kristina Butler,Civil Engineering,1
6,Randy Johnston,Computer Science,5
11,Lisa Warner,Software Engineering,2
92,Briana Nunez,Software Engineering,1
63,Leroy Kent,Civil Engineering,6
54,Daniel Evans,Computer Science,6
67,Karen Simpson,Biomedical Engineering,4
28,Lisa Warner,Civil Engineering,2
70,Tracie Martinez,Electrical Engineering,7
42,Samantha Johnson,Electrical Engineering,7
72,Jennifer Krueger,Civil Engineering,5
81,Matthew Johnson,Computer Science,7
63,Timothy King,Computer Science,8
75,Kevin Sims,Civil Engineering,7
84,Aaron Johnson,Civil Engineering,7
66,Jennifer Krueger,Civil Engineering,5
16,Christopher Valdez,Biomedical Engineering,3
20,Dr. Jennifer Larson,Computer Science,3
67,Robert Ford,Biomedical Engineering,1
82,Katie Chandler,Software Engineering,4
14,Daniel Carter,Software Engineering,4
2,Joseph Jenkins,Civil Engineering,4
87,Adam Phillips,Mechanical Engineering,4
20,Karl Hubbard,Mechanical Engineering,8
15,Crystal Gonzalez,Computer Science,1
44,Matthew Johnson,Civil Engineering,5
76,April Hernandez DDS,Computer Science,7
82,Matthew Noble,Biomedical Engineering,6
74,Michael Mitchell,Computer Science,5
70,Austin Phillips,Software Engineering,8
18,Karen Simpson,Civil Engineering,4
32,Joseph Sawyer,Mechanical Engineering,5
87,Matthew Noble,Computer Science,7
20,Charles Gates,Mechanical Engineering,1
50,April Hernandez DDS,Software Engineering,4
45,Emily Burton,Biomedical Engineering,6
41,Robert Ford,Electrical Engineering,1
32,Brandon Simmons,Civil Engineering,5
25,Lisa Warner,Computer Science,1
7,Michelle Martinez,Electrical Engineering,8
46,Bruce Cisneros,Computer Science,7
5,Joe Smith,Computer Science,2
79,Christy Crane,Computer Science,8
47,Dustin Gonzales,Civil Engineering,5
54,Crystal Gonzalez,Mechanical Engineering,1
17,Christopher Roy,Computer Science,6
66,Lisa Ward,Software Engineering,3
39,Sharon Andrews,Civil Engineering,4
27,Sabrina Johnson,Electrical Engineering,5
9,Jimmy Hernandez,Biomedical Engineering,3
17,James Andrews,Electrical Engineering,5
42,Brenda Burke,Mechanical Engineering,4
38,Kristina Butler,Civil Engineering,1
9,Dustin Gonzales,Computer Science,5
86,Samantha Johnson,Electrical Engineering,4
94,Michael Mitchell,Computer Science,6
21,Eric Bean,Mechanical Engineering,5
7,Ashley Thomas,Mechanical Engineering,7
75,Katie Chandler,Civil Engineering,6
96,Michelle Martinez,Mechanical Engineering,7
96,Christy Crane,Software Engineering,1
47,Christopher Roy,Software Engineering,5
82,Daniel Carter,Software Engineering,8
23,Wendy Pacheco,Software Engineering,4
28,Dr. Jennifer Larson,Electrical Engineering,6
71,Kelly Bernard,Biomedical Engineering,4
66,Kristie Blankenship,Civil Engineering,3
47,Briana Nunez,Software Engineering,1
61,Betty Moore,Mechanical Engineering,5
26,Regina Medina,Civil Engineering,7
40,Sean Lopez,Software Engineering,8
63,Emily Stokes,Software Engineering,1
75,Lisa Ward,Electrical Engineering,1
32,Nicholas Moore,Electrical Engineering,6
82,Cassidy Harper,Electrical Engineering,6
36,Courtney Warren,Computer Science,7
8,Pamela Rodriguez,Civil Engineering,6
24,Adam Phillips,Electrical Engineering,7
13,Katie Chandler,Civil Engineering,1
90,Aaron Johnson,Civil Engineering,4
49,Randy Johnston,Computer Science,4
83,Cindy Sullivan,Electrical Engineering,4
100,Christopher Evans,Civil Engineering,5
27,Frank Munoz,Software Engineering,6
25,Erin Hernandez,Civil Engineering,5
34,Marie Daniels,Mechanical Engineering,6
66,Michael Farley,Biomedical Engineering,5
37,Joseph Jenkins,Software Engineering,7
31,Steven Johnson,Mechanical Engineering,3
61,Charles Gates,Civil Engineering,8
62,Stacy Becker,Biomedical Engineering,1
40,Pamela Rodriguez,Mechanical Engineering,5
80,James Andrews,Software Engineering,5
84,Raymond Ochoa,Computer Science,5
33,Jimmy Hernandez,Biomedical Engineering,4
6,Laura Lopez,Electrical Engineering,4
42,Steven Johnson,Electrical Engineering,8
19,Steven Boyle,Software Engineering,8
37,Ashley Thomas,Mechanical Engineering,7
26,Cindy Sullivan,Computer Science,7
100,Kyle Henson,Biomedical Engineering,4
67,Erin Hernandez,Mechanical Engineering,7
41,Sean Lopez,Software Engineering,5
17,Lisa Singh,Biomedical Engineering,7
89,Daniel Carter,Biomedical Engineering,2
34,Deborah Cole,Civil Engineering,5
66,Rose Pierce,Computer Science,5
51,Bruce Cisneros,Software Engineering,2
32,Deborah Cole,Mechanical Engineering,5
84,Jason Wheeler,Electrical Engineering,5
51,Cassidy Harper,Mechanical Engineering,4
19,Lisa Singh,Computer Science,5
37,Kelly Bernard,Electrical Engineering,7
75,Kyle Henson,Software Engineering,1
83,Stacy Becker,Electrical Engineering,6
98,James Andrews,Software Engineering,2
6,Cassandra Patterson,Biomedical Engineering,3
17,Suzanne Perry,Civil Engineering,7
71,Michael Farley,Civil Engineering,7
67,Ryan Martin,Electrical Engineering,6
22,Jeffrey Garza,Biomedical Engineering,6
9,Michael Mitchell,Computer Science,3
30,Michelle Martinez,Biomedical Engineering,7
48,Kevin Sims,Mechanical Engineering,8
19,Karen Simpson,Mechanical Engineering,5
75,Erin Hernandez,Biomedical Engineering,4
25,Cassandra Patterson,Electrical Engineering,5
57,Regina Medina,Mechanical Engineering,6
53,Adam Phillips,Electrical Engineering,2
11,Kristina Butler,Software Engineering,1
27,Kara Bradford,Software Engineering,7
27,Pamela Rodriguez,Electrical Engineering,4
59,Tracie Martinez,Software Engineering,4
71,Kyle Henson,Software Engineering,4
31,Regina Medina,Software Engineering,4
68,Alejandro Parker,Electrical Engineering,2
50,Aaron Johnson,Biomedical Engineering,4
89,Kara Bradford,Computer Science,4
99,Samantha Johnson,Civil Engineering,6
58,Jennifer Krueger,Biomedical Engineering,2
78,Kelly Bernard,Civil Engineering,3
67,Adam Phillips,Software Engineering,6
11,Angela Greene,Mechanical Engineering,3
66,Joe Smith,Software Engineering,6
30,Dr. Jennifer Larson,Software Engineering,3
22,Rose Pierce,Software Engineering,6
66,Stacy Becker,Biomedical Engineering,5
16,Erin Hernandez,Biomedical Engineering,3
88,Bruce Cisneros,Civil Engineering,7
71,Laura Lopez,Civil Engineering,5
95,Jason Wheeler,Computer Science,7
40,Ashley Thomas,Electrical Engineering,3
35,Becky Acosta,Computer Science,8
83,Tracie Martinez,Computer Science,4
74,Charles Gates,Electrical Engineering,7
50,Samantha Johnson,Biomedical Engineering,3
100,Charles Gates,Software Engineering,2
94,Sean Lopez,Electrical Engineering,8
1,Samantha Johnson,Software Engineering,7
76,Richard King,Electrical Engineering,5
90,Ashley Tanner,Civil Engineering,7
25,Christopher Evans,Software Engineering,1
50,Sharon Andrews,Mechanical Engineering,4
46,Cindy Sullivan,Civil Engineering,7
68,Regina Medina,Computer Science,6
42,Victoria Salas,Mechanical Engineering,2
52,Samantha Johnson,Computer Science,5
47,Emily Burton,Computer Science,6
81,Michael Mitchell,Software Engineering,3
97,Christopher Valdez,Electrical Engineering,6
40,Kelly Bernard,Electrical Engineering,4
66,James Davis,Software Engineering,6
60,Suzanne Perry,Civil Engineering,2
45,John Jackson,Biomedical Engineering,6
91,Christine Ayala,Computer Science,1
2,Elizabeth Thomas,Biomedical Engineering,6
65,Cassandra Patterson,Computer Science,5
32,Bruce Cisneros,Electrical Engineering,6
48,Daniel Evans,Computer Science,5
82,Katie Chandler,Electrical Engineering,7
69,Benjamin Austin,Electrical Engineering,5
90,Michael Farley,Electrical Engineering,1
73,Karen Simpson,Computer Science,3
79,Wendy Pacheco,Electrical Engineering,2
43,Ryan Martin,Mechanical Engineering,2
49,Ashley Thomas,Electrical Engineering,1
98,Angela Greene,Biomedical Engineering,4
97,John Jackson,Software Engineering,7
34,Wendy Pacheco,Software Engineering,5
81,Samantha Johnson,Software Engineering,5
90,Daniel Carter,Computer Science,1
88,Laura Lopez,Computer Science,6
72,Brenda Burke,Biomedical Engineering,7
73,Emily Burton,Computer Science,7
64,Deborah Cole,Software Engineering,2
10,Robert Ford,Software Engineering,5
43,Becky Acosta,Civil Engineering,4
89,Brenda Burke,Software Engineering,7
65,Sabrina Johnson,Electrical Engineering,3
54,Betty Moore,Computer Science,4
78,Charles Gates,Mechanical Engineering,3
23,Austin Phillips,Computer Science,8
32,Eric Bean,Software Engineering,7
51,Victoria Salas,Software Engineering,5
18,Daniel Evans,Electrical Engineering,7
19,Laura Wilson,Computer Science,7
